,Date,Index,Total
149,1994:Q2,House price to income ratio,81.75884598
150,1994:Q3,"Real house prices, Index 2005:Q1",64.68130838
151,1994:Q3,House price to rent ratio,73.1619673
152,1994:Q3,House price to income ratio,81.33947463
153,1994:Q4,"Real house prices, Index 2005:Q1",64.44294839
154,1994:Q4,House price to rent ratio,72.64159627
155,1994:Q4,House price to income ratio,80.05179032
156,1995:Q1,"Real house prices, Index 2005:Q1",64.51863839
157,1995:Q1,House price to rent ratio,72.59309714
158,1995:Q1,House price to income ratio,79.56936691
159,1995:Q2,"Real house prices, Index 2005:Q1",65.02198837
160,1995:Q2,House price to rent ratio,72.88780538
161,1995:Q2,House price to income ratio,80.17103484
162,1995:Q3,"Real house prices, Index 2005:Q1",65.76231836
163,1995:Q3,House price to rent ratio,73.41191525
164,1995:Q3,House price to income ratio,80.56958845
165,1995:Q4,"Real house prices, Index 2005:Q1",66.09632835
166,1995:Q4,House price to rent ratio,73.48591364
167,1995:Q4,House price to income ratio,80.74207444
168,1996:Q1,"Real house prices, Index 2005:Q1",66.52474834
169,1996:Q1,House price to rent ratio,73.77194421
170,1996:Q1,House price to income ratio,80.64555341
171,1996:Q2,"Real house prices, Index 2005:Q1",66.00950835
172,1996:Q2,House price to rent ratio,73.18572317
173,1996:Q2,House price to income ratio,79.51972826
174,1996:Q3,"Real house prices, Index 2005:Q1",66.02889835
175,1996:Q3,House price to rent ratio,72.91438423
176,1996:Q3,House price to income ratio,79.08487499
177,1996:Q4,"Real house prices, Index 2005:Q1",66.21272834
178,1996:Q4,House price to rent ratio,73.14245294
179,1996:Q4,House price to income ratio,79.17718792
180,1997:Q1,"Real house prices, Index 2005:Q1",66.52467834
181,1997:Q1,House price to rent ratio,73.23677017
182,1997:Q1,House price to income ratio,79.11576095
183,1997:Q2,"Real house prices, Index 2005:Q1",66.72016833
184,1997:Q2,House price to rent ratio,73.08845682
185,1997:Q2,House price to income ratio,78.77958466
186,1997:Q3,"Real house prices, Index 2005:Q1",67.45387831
187,1997:Q3,House price to rent ratio,73.52213644
188,1997:Q3,House price to income ratio,78.98418349
189,1997:Q4,"Real house prices, Index 2005:Q1",68.24327829
190,1997:Q4,House price to rent ratio,73.96490048
191,1997:Q4,House price to income ratio,78.97262824
192,1998:Q1,"Real house prices, Index 2005:Q1",69.31809827
193,1998:Q1,House price to rent ratio,74.54045811
194,1998:Q1,House price to income ratio,78.74127039
195,1998:Q2,"Real house prices, Index 2005:Q1",69.62291826
196,1998:Q2,House price to rent ratio,74.37255089
197,1998:Q2,House price to income ratio,78.19789251
198,1998:Q3,"Real house prices, Index 2005:Q1",70.38709824
199,1998:Q3,House price to rent ratio,74.81180868
200,1998:Q3,House price to income ratio,78.48738105
201,1998:Q4,"Real house prices, Index 2005:Q1",71.15736822
202,1998:Q4,House price to rent ratio,75.1081138
203,1998:Q4,House price to income ratio,78.94683968
204,1999:Q1,"Real house prices, Index 2005:Q1",71.8267182
205,1999:Q1,House price to rent ratio,75.65262281
206,1999:Q1,House price to income ratio,79.13385926
207,1999:Q2,"Real house prices, Index 2005:Q1",72.1760382
208,1999:Q2,House price to rent ratio,75.87623681
209,1999:Q2,House price to income ratio,79.66766494
210,1999:Q3,"Real house prices, Index 2005:Q1",72.80593818
211,1999:Q3,House price to rent ratio,76.46400895
212,1999:Q3,House price to income ratio,79.99628774
213,1999:Q4,"Real house prices, Index 2005:Q1",73.24333817
214,1999:Q4,House price to rent ratio,76.86413488
215,1999:Q4,House price to income ratio,79.57891623
216,2000:Q1,"Real house prices, Index 2005:Q1",74.10786815
217,2000:Q1,House price to rent ratio,77.68564634
218,2000:Q1,House price to income ratio,80.28868025
219,2000:Q2,"Real house prices, Index 2005:Q1",74.75167813
220,2000:Q2,House price to rent ratio,78.1038401
221,2000:Q2,House price to income ratio,80.29714718
222,2000:Q3,"Real house prices, Index 2005:Q1",75.63421811
223,2000:Q3,House price to rent ratio,78.84751591
224,2000:Q3,House price to income ratio,80.41054892
225,2000:Q4,"Real house prices, Index 2005:Q1",76.49875809
226,2000:Q4,House price to rent ratio,79.49780953
227,2000:Q4,House price to income ratio,81.12100224
228,2001:Q1,"Real house prices, Index 2005:Q1",77.87921805
229,2001:Q1,House price to rent ratio,80.8615495
230,2001:Q1,House price to income ratio,82.0518232
231,2001:Q2,"Real house prices, Index 2005:Q1",78.60334803
232,2001:Q2,House price to rent ratio,81.1127306
233,2001:Q2,House price to income ratio,83.29006263
234,2001:Q3,"Real house prices, Index 2005:Q1",79.78922801
235,2001:Q3,House price to rent ratio,81.56352886
236,2001:Q3,House price to income ratio,83.06065195
237,2001:Q4,"Real house prices, Index 2005:Q1",80.88649798
238,2001:Q4,House price to rent ratio,81.90573868
239,2001:Q4,House price to income ratio,85.89569
240,2002:Q1,"Real house prices, Index 2005:Q1",81.95525795
241,2002:Q1,House price to rent ratio,82.27447814
242,2002:Q1,House price to income ratio,85.23172049
243,2002:Q2,"Real house prices, Index 2005:Q1",82.51142794
244,2002:Q2,House price to rent ratio,82.7577991
245,2002:Q2,House price to income ratio,85.28467942
246,2002:Q3,"Real house prices, Index 2005:Q1",83.72393791
247,2002:Q3,House price to rent ratio,83.84034893
248,2002:Q3,House price to income ratio,86.70084966
249,2002:Q4,"Real house prices, Index 2005:Q1",84.67025788
250,2002:Q4,House price to rent ratio,84.60606899
251,2002:Q4,House price to income ratio,87.41025074
252,2003:Q1,"Real house prices, Index 2005:Q1",85.12001787
253,2003:Q1,House price to rent ratio,85.27147136
254,2003:Q1,House price to income ratio,88.54616493
255,2003:Q2,"Real house prices, Index 2005:Q1",85.84106785
256,2003:Q2,House price to rent ratio,85.74310639
257,2003:Q2,House price to income ratio,88.50608503
258,2003:Q3,"Real house prices, Index 2005:Q1",86.60137783
259,2003:Q3,House price to rent ratio,86.52005832
260,2003:Q3,House price to income ratio,88.05551794
261,2003:Q4,"Real house prices, Index 2005:Q1",88.77643778
262,2003:Q4,House price to rent ratio,88.51552691
263,2003:Q4,House price to income ratio,90.32222513
264,2004:Q1,"Real house prices, Index 2005:Q1",89.55995776
265,2004:Q1,House price to rent ratio,89.47641434
266,2004:Q1,House price to income ratio,90.66555701
267,2004:Q2,"Real house prices, Index 2005:Q1",90.88487773
268,2004:Q2,House price to rent ratio,90.54503457
269,2004:Q2,House price to income ratio,91.37286287
270,2004:Q3,"Real house prices, Index 2005:Q1",93.89204765
271,2004:Q3,House price to rent ratio,93.36270632
272,2004:Q3,House price to income ratio,93.98184396
273,2004:Q4,"Real house prices, Index 2005:Q1",95.26115762
274,2004:Q4,House price to rent ratio,95.05207333
275,2004:Q4,House price to income ratio,94.52010216
276,2005:Q1,"Real house prices, Index 2005:Q1",96.96273758
277,2005:Q1,House price to rent ratio,96.5745256
278,2005:Q1,House price to income ratio,97.65085836
279,2005:Q2,"Real house prices, Index 2005:Q1",99.17086752
280,2005:Q2,House price to rent ratio,98.86728588
281,2005:Q2,House price to income ratio,99.19138567
282,2005:Q3,"Real house prices, Index 2005:Q1",101.1039975
283,2005:Q3,House price to rent ratio,101.4144845
284,2005:Q3,House price to income ratio,101.0010324
285,2005:Q4,"Real house prices, Index 2005:Q1",102.7623974
286,2005:Q4,House price to rent ratio,103.143704
287,2005:Q4,House price to income ratio,102.1567236
288,2006:Q1,"Real house prices, Index 2005:Q1",103.9375974
289,2006:Q1,House price to rent ratio,103.9840505
290,2006:Q1,House price to income ratio,101.5721348
291,2006:Q2,"Real house prices, Index 2005:Q1",103.8078974
292,2006:Q2,House price to rent ratio,103.5626575
293,2006:Q2,House price to income ratio,101.3577707
294,2006:Q3,"Real house prices, Index 2005:Q1",103.9212974
295,2006:Q3,House price to rent ratio,103.2705778
296,2006:Q3,House price to income ratio,101.5284341
297,2006:Q4,"Real house prices, Index 2005:Q1",105.3491974
298,2006:Q4,House price to rent ratio,103.503927
299,2006:Q4,House price to income ratio,101.9765277
300,2007:Q1,"Real house prices, Index 2005:Q1",104.8704974
301,2007:Q1,House price to rent ratio,103.0728716
302,2007:Q1,House price to income ratio,101.2121187
303,2007:Q2,"Real house prices, Index 2005:Q1",103.6374974
304,2007:Q2,House price to rent ratio,101.8699668
305,2007:Q2,House price to income ratio,99.85241949
306,2007:Q3,"Real house prices, Index 2005:Q1",101.9123975
307,2007:Q3,House price to rent ratio,99.93079591
308,2007:Q3,House price to income ratio,98.29257991
309,2007:Q4,"Real house prices, Index 2005:Q1",100.7457975
310,2007:Q4,House price to rent ratio,99.18955832
311,2007:Q4,House price to income ratio,97.35622412
312,2008:Q1,"Real house prices, Index 2005:Q1",99.28267752
313,2008:Q1,House price to rent ratio,97.85915577
314,2008:Q1,House price to income ratio,95.68347478
315,2008:Q2,"Real house prices, Index 2005:Q1",95.58679761
316,2008:Q2,House price to rent ratio,94.67897996
317,2008:Q2,House price to income ratio,90.59080277
318,2008:Q3,"Real house prices, Index 2005:Q1",91.60377771
319,2008:Q3,House price to rent ratio,91.11194538
320,2008:Q3,House price to income ratio,88.90174944
321,2008:Q4,"Real house prices, Index 2005:Q1",92.40110769
322,2008:Q4,House price to rent ratio,90.2561207
323,2008:Q4,House price to income ratio,88.95510542
324,2009:Q1,"Real house prices, Index 2005:Q1",93.79378766
325,2009:Q1,House price to rent ratio,90.75313724
326,2009:Q1,House price to income ratio,90.57266336
327,2009:Q2,"Real house prices, Index 2005:Q1",90.72893773
328,2009:Q2,House price to rent ratio,87.80900354
329,2009:Q2,House price to income ratio,87.32680989
330,2009:Q3,"Real house prices, Index 2005:Q1",87.76038781
331,2009:Q3,House price to rent ratio,85.47975498
332,2009:Q3,House price to income ratio,85.74739062
333,2009:Q4,"Real house prices, Index 2005:Q1",86.58157784
334,2009:Q4,House price to rent ratio,85.29515656
335,2009:Q4,House price to income ratio,84.63378187
336,2010:Q1,"Real house prices, Index 2005:Q1",85.29062787
337,2010:Q1,House price to rent ratio,84.54902653
338,2010:Q1,House price to income ratio,82.88046233
339,2010:Q2,"Real house prices, Index 2005:Q1",84.1573379
340,2010:Q2,House price to rent ratio,83.55398472
341,2010:Q2,House price to income ratio,80.62249968
342,2010:Q3,"Real house prices, Index 2005:Q1",84.82057788
343,2010:Q3,House price to rent ratio,84.24645499
344,2010:Q3,House price to income ratio,80.92196697
345,2010:Q4,"Real house prices, Index 2005:Q1",83.8326779
346,2010:Q4,House price to rent ratio,83.38459986
347,2010:Q4,House price to income ratio,79.86661406
348,2011:Q1,"Real house prices, Index 2005:Q1",80.89394798
349,2011:Q1,House price to rent ratio,80.80090591
350,2011:Q1,House price to income ratio,76.40546733
351,2011:Q2,"Real house prices, Index 2005:Q1",78.48764804
352,2011:Q2,House price to rent ratio,78.8772424
353,2011:Q2,House price to income ratio,74.48200521
354,2011:Q3,"Real house prices, Index 2005:Q1",78.71767803
355,2011:Q3,House price to rent ratio,78.94898432
356,2011:Q3,House price to income ratio,74.54404386
357,2011:Q4,"Real house prices, Index 2005:Q1",78.96055803
358,2011:Q4,House price to rent ratio,78.76751768
359,2011:Q4,House price to income ratio,74.70815982
360,2012:Q1,"Real house prices, Index 2005:Q1",77.68477806
361,2012:Q1,House price to rent ratio,77.57142048
362,2012:Q1,House price to income ratio,72.78306407
363,2012:Q2,"Real house prices, Index 2005:Q1",76.93574808
364,2012:Q2,House price to rent ratio,76.54220401
365,2012:Q2,House price to income ratio,71.60738601
366,2012:Q3,"Real house prices, Index 2005:Q1",77.74275806
367,2012:Q3,House price to rent ratio,77.07395291
368,2012:Q3,House price to income ratio,72.98600741
369,2012:Q4,"Real house prices, Index 2005:Q1",78.05267805
370,2012:Q4,House price to rent ratio,77.18756141
371,2012:Q4,House price to income ratio,71.47356522
372,2013:Q1,"Real house prices, Index 2005:Q1",78.22715804
373,2013:Q1,House price to rent ratio,77.12265993
374,2013:Q1,House price to income ratio,74.78963905
375,2013:Q2,"Real house prices, Index 2005:Q1",79.15297802
376,2013:Q2,House price to rent ratio,77.55939791
377,2013:Q2,House price to income ratio,75.29395301
378,2013:Q3,"Real house prices, Index 2005:Q1",79.981458
379,2013:Q3,House price to rent ratio,78.12873274
380,2013:Q3,House price to income ratio,75.95517171
381,2013:Q4,"Real house prices, Index 2005:Q1",80.42699799
382,2013:Q4,House price to rent ratio,78.35498879
383,2013:Q4,House price to income ratio,76.32289922
384,2014:Q1,"Real house prices, Index 2005:Q1",80.77863798
385,2014:Q1,House price to rent ratio,78.47356648
386,2014:Q1,House price to income ratio,75.86082471
387,2014:Q2,"Real house prices, Index 2005:Q1",81.70957796
388,2014:Q2,House price to rent ratio,79.07263806
389,2014:Q2,House price to income ratio,75.91039653
390,2014:Q3,"Real house prices, Index 2005:Q1",82.66888793
391,2014:Q3,House price to rent ratio,79.54697955
392,2014:Q3,House price to income ratio,76.12103169
393,2014:Q4,"Real house prices, Index 2005:Q1",83.58051791
394,2014:Q4,House price to rent ratio,79.66601954
395,2014:Q4,House price to income ratio,76.10620804
396,2015:Q1,"Real house prices, Index 2005:Q1",84.92706788
397,2015:Q1,House price to rent ratio,79.91106811
398,2015:Q1,House price to income ratio,76.65905514
399,2015:Q2,"Real house prices, Index 2005:Q1",85.65981786
400,2015:Q2,House price to rent ratio,80.28893641
401,2015:Q2,House price to income ratio,77.28500393
402,2015:Q3,"Real house prices, Index 2005:Q1",86.67735783
403,2015:Q3,House price to rent ratio,80.65391364
404,2015:Q3,House price to income ratio,77.91348273
405,2015:Q4,"Real house prices, Index 2005:Q1",87.62111781
406,2015:Q4,House price to rent ratio,80.71754501
407,2015:Q4,House price to income ratio,78.50619641
408,2016:Q1,"Real house prices, Index 2005:Q1",88.45588779
409,2016:Q1,House price to rent ratio,80.81335225
410,2016:Q1,House price to income ratio,78.88156082
411,2016:Q2,"Real house prices, Index 2005:Q1",89.31078777
412,2016:Q2,House price to rent ratio,81.32306669
413,2016:Q2,House price to income ratio,79.96144302
414,2016:Q3,"Real house prices, Index 2005:Q1",90.56607774
415,2016:Q3,House price to rent ratio,82.01297373
416,2016:Q3,House price to income ratio,80.90628827
417,2016:Q4,"Real house prices, Index 2005:Q1",91.00972772
418,2016:Q4,House price to rent ratio,81.94963116
419,2016:Q4,House price to income ratio,81.14419291
420,2017:Q1,"Real house prices, Index 2005:Q1",91.25411772
421,2017:Q1,House price to rent ratio,81.8652953
422,2017:Q1,House price to income ratio,80.44261203
423,2017:Q2,"Real house prices, Index 2005:Q1",92.78202768
424,2017:Q2,House price to rent ratio,82.74237647
425,2017:Q2,House price to income ratio,81.14228236
426,2017:Q3,"Real house prices, Index 2005:Q1",93.87086765
427,2017:Q3,House price to rent ratio,83.27073027
428,2017:Q3,House price to income ratio,81.81207051
429,2017:Q4,"Real house prices, Index 2005:Q1",94.19146765
430,2017:Q4,House price to rent ratio,83.33909751
431,2017:Q4,House price to income ratio,81.88044638
432,2018:Q1,"Real house prices, Index 2005:Q1",94.97941763
433,2018:Q1,House price to rent ratio,83.83341201
434,2018:Q1,House price to income ratio,81.89505207
435,2018:Q2,"Real house prices, Index 2005:Q1",95.9084776
436,2018:Q2,House price to rent ratio,84.44651322
437,2018:Q2,House price to income ratio,82.14703201
438,2018:Q3,"Real house prices, Index 2005:Q1",96.76232758
439,2018:Q3,House price to rent ratio,84.71449058
440,2018:Q3,House price to income ratio,82.41456931
441,2018:Q4,"Real house prices, Index 2005:Q1",96.87898758
442,2018:Q4,House price to rent ratio,84.41249897
443,2018:Q4,House price to income ratio,82.12320509
444,2019:Q1,"Real house prices, Index 2005:Q1",97.93500755
445,2019:Q1,House price to rent ratio,84.66325785
446,2019:Q1,House price to income ratio,82.15947194
447,2019:Q2,"Real house prices, Index 2005:Q1",98.63253753
448,2019:Q2,House price to rent ratio,84.97103861
449,2019:Q2,House price to income ratio,83.19091705
450,2019:Q3,"Real house prices, Index 2005:Q1",99.61488751
451,2019:Q3,House price to rent ratio,85.264982
452,2019:Q3,House price to income ratio,83.70020579
453,2019:Q4,"Real house prices, Index 2005:Q1",100.2567975
454,2019:Q4,House price to rent ratio,85.48446341
455,2019:Q4,House price to income ratio,83.92765936
456,2020:Q1,"Real house prices, Index 2005:Q1",101.1825975
457,2020:Q1,House price to rent ratio,85.75457803
458,2020:Q1,House price to income ratio,83.97296326
459,2020:Q2,"Real house prices, Index 2005:Q1",102.3212974
460,2020:Q2,House price to rent ratio,85.78944528
461,2020:Q2,House price to income ratio,77.06017486
462,2020:Q3,"Real house prices, Index 2005:Q1",103.1671974
463,2020:Q3,House price to rent ratio,86.85774816
464,2020:Q3,House price to income ratio,81.44233676
465,2020:Q4,"Real house prices, Index 2005:Q1",105.2434974
466,2020:Q4,House price to rent ratio,88.60774881
467,2020:Q4,House price to income ratio,85.11995189
468,2021:Q1,"Real house prices, Index 2005:Q1",106.8469973
469,2021:Q1,House price to rent ratio,90.44710426
470,2021:Q1,House price to income ratio,77.41893057
471,2021:Q2,"Real house prices, Index 2005:Q1",110.7496972
472,2021:Q2,House price to rent ratio,94.70702386
473,2021:Q2,House price to income ratio,87.56369647
474,2021:Q3,"Real house prices, Index 2005:Q1",115.4052971
475,2021:Q3,House price to rent ratio,99.18109812
476,2021:Q3,House price to income ratio,92.33180285
477,2021:Q4,"Real house prices, Index 2005:Q1",117.7436971
478,2021:Q4,House price to rent ratio,101.5044855
479,2021:Q4,House price to income ratio,95.43386332
480,2022:Q1,"Real house prices, Index 2005:Q1",120.107097
481,2022:Q1,House price to rent ratio,103.7998703
482,2022:Q1,House price to income ratio,99.85820276
483,2022:Q2,"Real house prices, Index 2005:Q1",125.7515969
484,2022:Q2,House price to rent ratio,108.749527
485,2022:Q2,House price to income ratio,104.8411772
